
"Powerstar Pinetown TCD";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
9689;"00:05 05.01.2026";"Parking 46 d 11 h 32 min";"South Africa, 4302, Mount Moriah, Souk SquareGeofence: Natal";1141:09:01
10667;"09:26 30.01.2026";"Parking 1 d 17 h 38 min";"South Africa, 3610, eThekwini Ward 15, Trafford RoadGeofence: Natal";531:47:28
10264;"09:38 10.02.2026";"Parking 00  d 00  h 04 min";"South Africa, Maphumulo Local Municipality, Mapumulo, R74Geofence: Natal";267:35:24
10262;"12:35 10.02.2026";"Parking 11 d 1 h 35 min";"South Africa, Maphumulo Local Municipality, Mapumulo, R74Geofence: Natal";264:38:27
10607;"09:09 11.02.2026";"Parking 7 d 00  h 01 min";"South Africa, 1930, Emfuleni Local Municipality, Emfuleni Ward 15, Kelvin StreetGeofence: Gauteng";244:04:38
10263;"08:26 21.02.2026";"Parking 1 d 10 h 41 min";"South Africa, 3100, Abaqulusi Local Municipality, Abaqulusi Ward 7, P34-4Geofence: Natal";04:47:27
"Powerstar PMB - Almighty Equipment";;;;
"Unit Number";"▲Last update time";"Vehicle Last Status";"Vehicle Actual Last Address";Difference
9864;"20:02 20.08.2025";"Parking 183 d 15 h 24 min";"South Africa, Pietermaritzburg, Msunduzi Ward 5, D1125Geofence: Natal";4433:11:34
9728;"04:44 24.08.2025";"Parking 180 d 6 h 53 min";"South Africa, Mbizana Local Municipality, Mbizana Ward 31Geofence: Eastern Cape";4352:29:20
10232;"09:59 19.11.2025";"Parking 93 d 1 h 28 min";"South Africa, 2001, City of Johannesburg Metropolitan Municipality, Johannesburg, Kew, 13th RoadGeofence: Gauteng";2259:15:13
10444;"13:27 01.12.2025";"Moving 32 km/h";"Zimbabwe, Municipality of Beitbridge, Harare-Beitbridge Highway";1967:46:20
9694;"15:54 05.12.2025";"Moving 37 km/h";"South Africa, 4241, Hibiscus Coast Local Municipality, Hibiscus Coast Ward 15, D365Geofence: Natal";1869:19:35
9742;"11:06 08.01.2026";"Parking 43 d 3 h 02 min";"South Africa, Mandeni Local Municipality, Mandeni Ward 12Geofence: Natal";1058:08:01
9882;"06:38 18.01.2026";"Moving 52 km/h";"Zimbabwe, Municipality of Beitbridge, Harare-Beitbridge Highway";822:35:19
10345;"06:52 18.01.2026";Stopped;"Zimbabwe, Municipality of Beitbridge, Harare-Beitbridge Highway";822:21:36
10344;"08:58 26.01.2026";"Parking 00  d 00  h 38 min";"South Africa, 2001, City of Johannesburg Metropolitan Municipality, Johannesburg, Kew, 12th RoadGeofence: Gauteng";628:15:39
